rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
19,"spotify:track:69vlMrzHwATKzupwNcUPyK","Bad Bunny, Daddy Yankee","La Santa","Rimas Entertainment LLC",5,19,103,"2342260"
20,"spotify:track:3lGMtkONrZdJ8kTCg6KIFf","Natalia Lafourcade","Hasta la Raíz","RCA Records Label",15,17,121,"2322780"
21,"spotify:track:7rglLriMNBPAyuJOMGwi39","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",13,18,26,"2158860"
22,"spotify:track:35wvL50xvKpCHEJPxLOLPI","Bad Bunny","Si Estuviésemos Juntos","Rimas Entertainment LLC",21,21,144,"2114052"
23,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",1,22,138,"2094209"
24,"spotify:track:6lX6l7OuA3qrnIRfdsr0dw","Blessd, Justin Quiles, Lenny Tavárez","Medallo","WEA Latina",17,20,16,"2087352"
25,"spotify:track:3HgvO4B5LLmdPOT2d8cSZd","LAGOS, Danny Ocean","Mónaco","WM Mexico",12,24,34,"2062958"
26,"spotify:track:3elpkpwYlmUbuvmVps08lJ","Santa Fe Klan, Nanpa Básico","Te Ire A Buscar","Rap Trap Records / Alzada Corp",16,23,47,"2013678"
27,"spotify:track:2LJRoFOtMGLnSxJqlJuhge","Gerardo Ortiz","Tranquilito","Sony Music Latin",26,26,26,"2000403"
28,"spotify:track:2B4GHvToeLTOBB4QLzW3Ni","Farruko","Pepas","Sony Music Latin",1,25,30,"1953768"
29,"spotify:track:6C1RD7YQVvt3YQj0CmuTeu","Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz","Diles","Rimas Entertainment LLC",28,28,101,"1944863"
30,"spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK","Gera MX, Christian Nodal","Botella Tras Botella","Virgin Music México",1,30,43,"1944108"
31,"spotify:track:41wtwzCZkXwpnakmwJ239F","Bad Bunny","Si Veo a Tu Mamá","Rimas Entertainment LLC",1,31,103,"1930230"
32,"spotify:track:4HzqWEdAbzcVFDv0pvxV4w","Maluma","Sobrio","Sony Music Latin",7,32,32,"1911975"
33,"spotify:track:5J7teKIJGtqVypgYI6sqXj","Bad Bunny, Mora","Una Vez","Rimas Entertainment LLC",30,43,86,"1884347"
34,"spotify:track:5W1qmxHrMlQGGAiFA3ZQqP","Dímelo Flow, Dalex, Sech, Justin Quiles, Arcangel, De La Ghetto, Lenny Tavárez","Se Le Ve","Rich Music",31,35,10,"1873463"
35,"spotify:track:7E9GeFGfjXw9LAI4ay6rsw","Grupo Firme, Carin Leon","El Tóxico","Music VIP Entertainment Inc",10,27,68,"1859242"
36,"spotify:track:2n7ohqg1s68ToAHh4u9mcW","Bad Bunny","Vete","Rimas Entertainment LLC",1,37,117,"1840864"
37,"spotify:track:0ldT3gl7aGNzrJyd4b1CA4","Grupo Firme, Lenin Ramírez","En Tu Perra Vida","Music VIP Entertainment Inc",19,29,38,"1821550"
38,"spotify:track:5BE9B2FiFWBbBdoIQ1m1UP","Grupo Firme, Maluma","Cada Quien","Music VIP Entertainment Inc",8,33,11,"1790607"
39,"spotify:track:1mSviQV9iQnGSRyvTIuxAj","Alvaro Diaz, Rauw Alejandro","Problemón","UMG Recordings, Inc./Universal Music Latino",30,41,7,"1778785"
40,"spotify:track:3pQYf90V5idOGrXzosm9rt","Junior H","Se Amerita","WEA Latina",20,34,31,"1772072"
41,"spotify:track:1xO7tp4J5Wj0NeKrzIpd1V","Christian Nodal, Banda MS de Sergio Lizárraga","La Sinvergüenza","Producciones Ladon, S.A de C.V.",5,38,21,"1759460"
42,"spotify:track:4OwhwvKESFtuu06dTgct7i","Marc Seguí, Rauw Alejandro, Pol Granch","Tiroteo - Remix","WEA Latina",10,36,34,"1752388"
43,"spotify:track:5RubKOuDoPn5Kj5TLVxSxY","Bad Bunny","TE MUDASTE","Rimas Entertainment LLC",4,40,64,"1729018"
44,"spotify:track:05bfbizlM5AX6Mf1RRyMho","Nio Garcia, J Balvin, Bad Bunny","AM Remix","Flow La Movie",3,39,34,"1721305"
45,"spotify:track:0akyEssGRVHstqCSWXusJL","Ed Maverick","Fuentes de Ortiz","Universal Music Mexico",21,42,162,"1689100"
46,"spotify:track:0G2zPzWqVjR68iNPmx2TBe","Mora, Bad Bunny, Sech","Volando - Remix","Rimas Entertainment LLC",7,45,32,"1663887"
47,"spotify:track:5kqNIqFjijuzvVLhuY9B8j","Bad Bunny","La Zona","Rimas Entertainment LLC",22,-1,9,"1623535"
48,"spotify:track:4R8BJggjosTswLxtkw8V7P","Jhay Cortez, J Balvin, Bad Bunny","No Me Conoce - Remix","N&E Entertainment LLC",3,52,144,"1520073"
49,"spotify:track:6Yard5LK4aXEn0kBKtHSob","Grupo Firme, Grupo Recluta","Se Fue La Pantera (En Vivo)","Music VIP Entertainment Inc",28,46,15,"1505642"
50,"spotify:track:4NQa7zNbJtY2QvnGpzM8Gz","Código FN","Soy El Ratón","Al Millon Music",44,44,3,"1459590"
51,"spotify:track:2XIc1pqjXV3Cr2BQUGNBck","Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","Rimas Entertainment LLC",3,53,64,"1455483"
52,"spotify:track:64ImcY4fJhY243wr20SR3e","Calibre 50, Santa Fe Klan, Beto Sierra","Cuidando El Territorio","BS Music",15,48,29,"1452682"
53,"spotify:track:0z5yLgBmAtaylDYrgwzlpH","Leo Rizzi","Amapolas","WM Spain",33,58,28,"1343553"
54,"spotify:track:3XjRIN9vEt35lm1iStPcgq","Santa Fe Klan, Big Soto, Neto Peña","Todo Va a Estar Bien","473 Music",27,55,33,"1341751"
55,"spotify:track:4vCAzANUWDE24URV6wQ4ra","Bad Bunny","Otra Noche en Miami","Rimas Entertainment LLC",55,57,54,"1341377"
56,"spotify:track:6NfrH0ANGmgBXyxgV2PeXt","Bad Bunny","La Difícil","Rimas Entertainment LLC",3,63,92,"1339618"
57,"spotify:track:0bI7K9Becu2dtXK1Q3cZNB","Tiësto, KAROL G","Don't Be Shy","Atlantic Records",17,56,27,"1337624"
58,"spotify:track:655JkvIwu2rDCaD1hPf04g","Sebastian Yatra, Myke Towers","Pareja Del Año","UMLE - Latino",4,54,44,"1335444"
59,"spotify:track:26QApq0cuO9brJigr0C0W4","Bad Bunny","HACIENDO QUE ME AMAS","Rimas Entertainment LLC",5,60,63,"1323088"
60,"spotify:track:1s59X35jDULAyOGmBuTAnd","Lenin Ramírez, Grupo Firme","Yo Ya No Vuelvo Contigo - En Vivo","DEL Records",24,51,115,"1322873"
61,"spotify:track:4dWY6RpM9zmYvwqxrNvwtV","La Santa Grifa","Tocame","Somos Osos",61,-1,1,"1293067"
62,"spotify:track:20on25jryn53hWghthWWW3","ACRAZE, Cherish","Do It To It","Thrive Music, LLC",55,59,12,"1261102"
63,"spotify:track:6OpRwk4F7sD8lcNwQdekpO","Luis Alfonso Partida El Yaki, Grupo Firme","Dile a Tu Orgullo - En Vivo","Lap Records Inc",62,62,3,"1260177"
64,"spotify:track:78QcVmzxS0wIwuC2rpAauI","Rauw Alejandro, Mr. Naisgai","2/Catorce","Sony Music Latin/Duars Entertainment",6,81,42,"1258924"
65,"spotify:track:6D2TCm4nf5nxAcdGJ7w3QP","J Balvin, Maria Becerra","Qué Más Pues?","Sueños Globales, LLC",3,61,38,"1254669"
66,"spotify:track:2b5Worm8h9yAJOw2jc4zZp","Kenia OS, Snow Tha Product","Joder","Sony Music México",50,50,2,"1250399"
67,"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Eminem","Without Me","Aftermath",67,-1,2,"1243600"
68,"spotify:track:2TH65lNHgvLxCKXM3apjxI","Bad Bunny, Tainy","Callaita","Rimas Entertainment LLC",1,69,142,"1239790"
69,"spotify:track:6ifUES3keWjwXgae8pXI3o","Danny Ocean","Me Rehúso","Atlantic Records",1,68,264,"1238552"
70,"spotify:track:0cOa970mzTWAxKtltpkpLc","TINI, Maria Becerra","Miénteme","Sony Music Latin",20,70,37,"1219080"
71,"spotify:track:23XjN1s3DZC8Q9ZwuorYY4","Bad Bunny","TE DESEO LO MEJOR","Rimas Entertainment LLC",7,74,16,"1205938"
72,"spotify:track:1oLp4xkeNCxjMy4glz0vbL","Mario Bautista","Brindo","WM Mexico",72,77,12,"1205545"
73,"spotify:track:7CAdT0HdiQNlt1C7xk2hep","Jung Kook","Stay Alive (Prod. SUGA of BTS)","BIGHIT MUSIC",73,-1,1,"1200900"
74,"spotify:track:4TGwERXRlyQtBdggYTHo6j","Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole","Entre Nosotros (Remix) [con Nicki Nicole]","WEA Latina",31,67,6,"1187115"
75,"spotify:track:6ohTBTmcNHe9UzvxAgA9wJ","Lauri Garcia","Miel","GodKing Records",75,180,3,"1162595"
76,"spotify:track:2DEZmgHKAvm41k4J3R2E9Y","Bad Bunny, Jowell & Randy, Ñengo Flow","Safaera","Rimas Entertainment LLC",1,98,103,"1160194"
77,"spotify:track:1yoMvmasuxZfqHEipJhRbp","Maluma","Hawái","Sony Music Latin",1,73,81,"1157498"
78,"spotify:track:4OVpyR6yhYyVoRj9D7CERz","Banda MS de Sergio Lizárraga, Carin Leon","Ojos Cerrados","Lizos Music",44,75,6,"1152662"
79,"spotify:track:5QKk5N5xJQGsWMhPM80Kfv","Carolina Gaitán - La Gaita, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco","No se habla de Bruno","Walt Disney Records",72,72,6,"1137055"
80,"spotify:track:6VuUMo1TusnqBxLTnr3hOI","León Larregui","Brillas","EMI México",43,91,269,"1128974"
81,"spotify:track:2BEcap3xJtmiPaHKyfQi4e","Rvssian, Rauw Alejandro, Chris Brown","Nostálgico","Sony Music Latin",36,65,22,"1128503"
82,"spotify:track:15yuvKhcoEtV5KwKxqHSwa","Cartel De Santa, Millonario","Burbujas de Cristal","Babilonia Music, S.A. De C.V.",65,80,29,"1126301"
83,"spotify:track:5IdyvWCaUa7AgTxMsFj0wB","Grupo Los de la O","Fuga Pa Cali 2","Manzana Records, Inc.",83,120,2,"1122155"
84,"spotify:track:4bF2y8rR7GUjrd5LNEvej3","Ingratax","París","Room28",7,66,32,"1117768"
85,"spotify:track:1HhNoOuqm1a5MXYEgAFl8o","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","KIDinaKORNER/Interscope Records",38,71,14,"1111978"
86,"spotify:track:4fouWK6XVHhzl78KzQ1UjL","GAYLE","abcdefu","Atlantic/Arthouse Records",59,76,12,"1109693"
87,"spotify:track:6W8zkOCzjmRkc1E3JR3mBF","Fuerza Regida","Descansando","Rancho Humilde",54,82,17,"1109563"
88,"spotify:track:2sUknbm8xdLQgH7wb8xcTX","Lefty Sm, Santa Fe Klan","Por Mi México","Rap Trap Records / Alzada Corp",52,85,38,"1108703"
89,"spotify:track:38RIEav39FGi86jppxO0du","Bad Bunny, Sech","Ignorantes","Rimas Entertainment LLC",2,102,83,"1108125"
90,"spotify:track:6j5LtifAnuTjTYvml61yFZ","Vicente Fernández","Un Millón de Primaveras","Columbia",29,78,10,"1107998"
91,"spotify:track:50pkO56KXHoH53sVPRSbZ3","El Fantasma","El Bélico","Afinarte Music",56,88,32,"1102891"
92,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",7,79,32,"1100772"
93,"spotify:track:4HYDUMY0xSpeBr0AMY9cUz","Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","Linked Music / Dynamic Records / EMPIRE",6,86,86,"1097686"
94,"spotify:track:2tFwfmceQa1Y6nRPhYbEtC","Jhay Cortez, Bad Bunny","CÓMO SE SIENTE - Remix","N&E Entertainment LLC",26,92,93,"1096606"
95,"spotify:track:7gaovXojjqfn276uZR0omT","La Factoria","Todavia","La Factoria",49,49,97,"1096513"
96,"spotify:track:3NqBxTOMCJ3zW9CIP51td4","Eslabon Armado, DannyLux","Jugaste y Sufrí","DEL Records",33,83,26,"1093208"
97,"spotify:track:4knc1Fp3kbuq8bH2byOvLu","Camilo, Evaluna Montaner","Índigo","Sony Music Latin",6,87,18,"1090534"
98,"spotify:track:1nLs8r6K4YN0avBwUmmTnr","Carin Leon","Tú","Tamarindo Rekordsz",14,84,90,"1078990"
99,"spotify:track:26w9NTiE9NGjW1ZvIOd1So","Bad Bunny","BOOKER T","Rimas Entertainment LLC",10,109,43,"1077390"
100,"spotify:track:7KNSQcLwrl3bNEuV1OVHtv","Luis R Conriquez","Me Metí En El Ruedo","Kartel Music",83,89,17,"1070545"
101,"spotify:track:46IZ0fSY2mpAiktS3KOqds","Adele","Easy On Me","Columbia",4,64,18,"1067556"
102,"spotify:track:3MdhvQ8BprBhd4lYlgtPt2","Tito Torbellino Jr","El Vago De Los Nike","Torbellino Legacy",102,121,2,"1059486"
103,"spotify:track:7kjEqI6eZ7YlFrGhxixnlN","Bad Bunny","ANTES QUE SE ACABE","Rimas Entertainment LLC",20,100,17,"1053053"
104,"spotify:track:6sRaqq9SYsSTPvrWkL1sRy","Mi Banda El Mexicano","Ramito De Violetas","Craft Recordings",36,93,105,"1050810"
105,"spotify:track:7MmrcXVA7A5zZ2CbDuGHNa","Rels B","A Mí","ILoveRibs! / MÉCÈN Ent.",68,97,156,"1050671"
106,"spotify:track:1v7L65Lzy0j0vdpRjJewt1","Eminem","Lose Yourself - From ""8 Mile"" Soundtrack","Aftermath",106,-1,3,"1049684"
107,"spotify:track:704LUEih663hiE3CnyUrFW","KAROL G","SEJODIOTO","UMLE - Latino",34,136,21,"1047203"
108,"spotify:track:46HNZY1i7O6jwTA7Slo2PI","Coldplay, BTS","My Universe","Parlophone UK",12,99,21,"1046850"
109,"spotify:track:4xbMF8jx0msGGgrtJaAuXE","Millonario & W. Corona, Cartel De Santa","Éxtasis","RCA Records Label",78,96,31,"1044052"
110,"spotify:track:4O2bxKTnK9En7OPw8kGDDF","Los Del Limit","Amor Fugaz","DEL Records",67,90,33,"1034424"
111,"spotify:track:3T0DeQvOtdqd7Yo3t2Ig3N","La Santa Grifa","Amnesia","Vende Music",68,101,30,"1025774"
112,"spotify:track:6nyl8kugrRsjzvpFhvw4hE","Los 2 de la S","Es Que Me Gustas - En Vivo","Lizos Music",77,94,14,"1025448"
113,"spotify:track:7dT9D6117e5DbhnKxDLNW9","Kevin Kaarl","Colapso","Kevin Kaarl",106,106,38,"1018066"
114,"spotify:track:2rDZhKnPaPG054ExZ6nXUS","Ryan Castro","Jordan","King Records",114,-1,1,"1015409"
115,"spotify:track:0tKl8ZVM6xJkhznvJAS3Nq","Junior H","Ella","Rancho Humilde",43,104,109,"1012867"
116,"spotify:track:2TzkIzgzIHhewMxyh1u4hh","Kevin Kaarl","Vámonos a Marte","Kevin Kaarl",87,103,63,"1006781"
117,"spotify:track:1o1O7nDie7zzsdHKZxhgQD","Siddhartha","00:00","Sony Music México",93,108,3,"1000868"
118,"spotify:track:4j4w4CXm6BSr0s25wAWrrX","Bad Bunny, Yaviah","Bichiyal","Rimas Entertainment LLC",16,139,27,"999753"
119,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",2,117,116,"992431"
120,"spotify:track:5Wvw29RKTFSK0IuCd2qs4m","Santa Fe Klan","Así Soy","Rap Trap Records / Alzada Corp",69,105,26,"987534"
121,"spotify:track:1FlL8ycld6uVDDyhV7P5FA","Rauw Alejandro","Cúrame","Sony Music Latin/Duars Entertainment",24,111,28,"984440"
122,"spotify:track:5iBBLeUl4UfynWgcJWVGsU","Virlan Garcia","Híbrido","Sony Music México",96,112,20,"983111"
123,"spotify:track:6FmNYdaLvcxqTiXjpXMriI","Alex Luna, DAAZ, Christian Nodal","Te Marqué Pedo - Remix","BorderKid LLC",123,-1,1,"978944"
124,"spotify:track:4NUt1fcnO9aQAELBgXq3Kr","Alejandro Fernández","Me Dediqué a Perderte","Columbia",73,126,269,"978069"
125,"spotify:track:1WvrDdouh6C51In1SdATbq","KAROL G","BICHOTA","UMLE - Latino",2,133,69,"975895"
126,"spotify:track:7xLYLM5K6S1TwiSdfuhZQg","Gera MX, Rels B","Se Me Olvidó","Rich Vagos Entertainment",6,118,29,"974774"
127,"spotify:track:0vtYnEw1eJwW26BrBnOAYJ","Banda MS de Sergio Lizárraga","La Casita","Lizos Music",36,107,57,"974447"
128,"spotify:track:3viZLBs5sOsNFL9JMfuqZN","Grupo Los de la O","El Fat Tony","Manzana Records, Inc.",113,113,5,"970952"
129,"spotify:track:2f0Ft2XdvNSMSY5TUlZgEz","Pablo Alborán","Saturno","WM Spain",24,127,65,"963981"
130,"spotify:track:1uKjQoh8JZj9ryuYRhpd7E","Luis Miguel","Ahora Te Puedes Marchar","WM Mexico",21,114,269,"963795"
131,"spotify:track:2gQPv5jvVPqU2a9HhMNO1v","BoyWithUke","Toxic","Republic Records",64,95,17,"953740"
132,"spotify:track:29FljZjbNMcXlHAf2lKHbR","Santa RM, Franco Escamilla","Mucho para Mí","Santa RM",75,119,6,"953448"
133,"spotify:track:3KJ3opyV29269SXkPrc19l","Bad Bunny","120","Rimas Entertainment LLC",24,142,10,"952388"
134,"spotify:track:7iHHlCbsFou5DZSW5HCPfs","Boza, Lunay, Lenny Tavárez, Juhn, Beéle","Ella - Remix","Sony Music Latin",111,130,11,"948858"
135,"spotify:track:29gcdJL6O6K11Z4eV8Qhk6","Ramon Vega","Tírame Un Hello","Sony Music Latin",84,115,7,"948552"
136,"spotify:track:78kygHp1dvW1kncYjBgbe1","Ryan Castro","Mujeriego","Sony Music Entertainment",123,123,3,"946029"
137,"spotify:track:5HpXH64cSBNu26yhw3vK37","Carin Leon, Conjunto Primavera","El Amor De Tu Vida","Tamarindo Rekordsz",82,132,76,"936058"
138,"spotify:track:0SqqAgdovOE24BzxIClpjw","Bad Bunny","Yo Perreo Sola","Rimas Entertainment LLC",1,153,78,"931938"
139,"spotify:track:1trAoZKkvVjuuQpUzTI6KV","Fuerza Regida, Luis R Conriquez, Calle 24","Los Mire Con Talento","Rancho Humilde",117,141,10,"928101"
140,"spotify:track:5hRFjooNvZWb9gdnXjrv2j","Grupo Firme, Grupo Recluta","Hablando Claro (En Vivo)","Music VIP Entertainment Inc",66,122,26,"925018"
141,"spotify:track:6srBp90EwADKAF7PorGiUC","Adolescent's Orquesta","Virgen","KORTA RECORDS",139,146,20,"917816"
142,"spotify:track:6w8yBI2vthyN9UnwO4UBWb","Tiago PZK, LIT killah","Entre Nosotros","WM Chile",18,131,32,"916675"
143,"spotify:track:1kjs5eR4DMzyB0gm1Z8waV","Trueno","DANCE CRIP","NEUEN",35,129,13,"914551"
144,"spotify:track:1hHnCReCPe1FUkGLTeuCaC","Fuerza Regida","Me Acostumbre A Lo Bueno","Rancho Humilde",110,110,6,"910555"
145,"spotify:track:503OTo2dSqe7qk76rgsbep","Dr. Dre, Snoop Dogg","Still D.R.E.","Universal Music Group International",145,-1,1,"909883"
146,"spotify:track:5Z9KJZvQzH6PFmb8SNkxuk","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","Columbia",39,124,29,"904525"
147,"spotify:track:6b68vfUlXy2i2dO79z3h5W","Luis Angel ""El Flaco""","Y Si Se Quiere Ir","LAR Music",145,145,5,"895047"
148,"spotify:track:3GSMdtJphymHEsR8K9jT5Q","León Larregui","Locos","Universal Music Mexico",56,152,212,"890821"
149,"spotify:track:1Wrzhfa5bNlqvsnCztz190","Hombres G","Devuélveme a mi chica","WM Spain",72,137,234,"888397"
150,"spotify:track:7hynhxDoDpgMIV12JuVtNa","J Balvin, Bad Bunny, Marciano Cantero","UN PESO","Universal Music Latino / Rimas",24,149,73,"888197"
151,"spotify:track:0pi1spZ3Upm2gXb1OVDq5y","Grupo 360","La Barda","Grupo 360",121,140,11,"887870"
152,"spotify:track:3p2KYoBgxUaaoJzXUToM8a","Cartel De Santa","Todas Mueren por Mí","Ariola",78,138,37,"883941"
153,"spotify:track:0aZnyTWJNgdzYoOiaW8HKG","KAROL G","200 COPAS","UMLE - Latino",47,173,25,"883614"
154,"spotify:track:3GaGWoU1KfVqgl7vnRHP55","C. Tangana","Demasiadas Mujeres","Sony Music Entertainment",154,-1,1,"883206"
155,"spotify:track:4DdnffqoFr9wDRlCACNmGf","Natanael Cano, Oscar Maydon","Porte Exuberante","WEA Latina",12,135,38,"882386"
156,"spotify:track:4ZplewvZRLFcfBa5uyBbhd","Cardenales De Nuevo León","Belleza De Cantina","Universal Music Mexico",65,148,128,"875990"
157,"spotify:track:2g12ZAzSIybDe6QC3w9DYl","Grupo Marca Registrada","El Doctor","RB Music",152,154,12,"875082"
158,"spotify:track:3kYTY4EZu7vJYCL7ojqk5H","Ovi, Kim Loaiza","Despues De Las 12","WEA Latina",158,-1,1,"867217"
159,"spotify:track:73aNc2V32NpepB8lLhnDjW","Jovanny Cadena Y Su Estilo Privado","El Final de Nuestra Historia","SB Mex",151,151,2,"859626"
160,"spotify:track:5UlnuulVAVmmesw4VzqHdG","Imagine Dragons, Arcane, League of Legends","Enemy - From the series Arcane League of Legends","KIDinaKORNER/Interscope Records",98,144,10,"859473"
161,"spotify:track:3ahvKiNH7l6EpnTnzkZpG1","Carin Leon","Me La Avente","Tamarindo Rekordsz",27,147,141,"858878"
162,"spotify:track:2XlGKZNMkRKvEJsbwQ6MCl","Grupo Firme, Grupo Codiciado","Gracias - En Vivo","Music VIP Entertainment Inc",45,134,46,"857839"
163,"spotify:track:06IceO7e9isF3nX3y7dOTe","Lupillo Rivera, Aleman, Santa Fe Klan, Snoop Dogg, B-Real","Grandes Ligas","Prajin Parlay / Z Records",20,155,40,"851334"
164,"spotify:track:30eHHpkjMNqb2F0V8nXjbJ","Conjunto Rienda Real","Nadie Va A Pensar En Ti Mejor Que Yo","Elegante Records",124,143,7,"850166"
165,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Warner Records",8,166,120,"847364"
166,"spotify:track:587p8shYuTXUhThG3t9x60","Los Tucanes De Tijuana","El Amor Soñado","Master Q Music",113,156,28,"838010"
167,"spotify:track:25ZAibhr3bdlMCLmubZDVt","J Balvin, Bad Bunny","QUE PRETENDES","Universal Music Latino / Rimas",6,163,74,"837968"
168,"spotify:track:2FSGUA0gFgGeQdprjtGM2M","KAROL G, Mariah Angeliq","EL MAKINON","UMLE - Latino",7,187,47,"836606"
169,"spotify:track:68QcquxCS39cQGTsRrJWIR","Bad Bunny","Amorfoda","Rimas Entertainment LLC",1,174,40,"836291"
170,"spotify:track:1l77YWrGUp3qX3NS1rz7lq","Banda MS de Sergio Lizárraga","El Color de Tus Ojos","Lizos Music",24,160,227,"835044"
171,"spotify:track:16ONd70tvWAaLIc6hcLzaG","Christian Nodal","Aquí Abajo","Universal Music Mexico",6,171,84,"829594"
172,"spotify:track:00jpfco62YfQj1BBYCCuKH","Cartel De Santa","Leve","Babilonia Music, S.A. De C.V.",25,164,186,"828161"
173,"spotify:track:4nbWX2HzrOEnX4xxvYRCyU","El Fantasma, Los Dos Carnales","Cabrón y Vago - En Vivo","Afinarte Music",17,150,80,"820732"
174,"spotify:track:66x45Yh9x397PWpxMX0ZDT","J Balvin, Dua Lipa, Bad Bunny, Tainy","UN DIA (ONE DAY)","Sueños Globales, LLC",4,162,82,"819941"
175,"spotify:track:3yfqSUWxFvZELEM4PmlwIR","Eminem","The Real Slim Shady","Interscope",175,-1,1,"817817"
176,"spotify:track:3JCaq3KDSROg3TXhdiDa9n","Jhay Cortez, Anuel AA","Ley Seca","N&E Entertainment LLC",37,161,24,"817441"
177,"spotify:track:7A07Yu1dRND3RKDzbhKrDs","Intocable","Fuerte No Soy","Capitol Latin",97,172,74,"816364"
178,"spotify:track:3D3W7rDsuJIAtjInwh6Moc","Luis Angel ""El Flaco"", Grupo Firme","Hasta la Miel Amarga (feat. Grupo Firme)","LAR Music",76,157,61,"815736"
179,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",5,168,55,"812283"
180,"spotify:track:6DoeuCz4P0NmD4aCghjgpf","Santa Fe Klan, MC Davo","Callejera","Cuatro Siete Tres Music",78,125,3,"810619"
181,"spotify:track:4skuEIloXWuxxgekKupkEH","Mon Laferte","Tu Falta De Querer","Universal Music Mexico",52,167,129,"808657"
182,"spotify:track:7sOfmPd18RWp3FoCzpa7Kw","Bad Bunny","Soliá","Rimas Entertainment LLC",17,-1,13,"807972"
183,"spotify:track:3pm4XtcsRIFFtH2UErk62R","Yandel, Bad Bunny","CANCIÓN CON YANDEL","Rimas Entertainment LLC",12,189,34,"806085"
184,"spotify:track:1iRvhKiXRElIH2Uf4gd95P","Jesse & Joy","Dueles","WM Mexico",43,179,69,"804649"
